axis,condition,case,site,year,strategy,baseline_yield_t_ha,perturbed_yield_t_ha,yield_delta_t_ha,yield_delta_pct,baseline_irrigation_mm,perturbed_irrigation_mm,irrigation_delta_mm,irrigation_delta_pct,baseline_WP_kg_m3,perturbed_WP_kg_m3,WP_delta_kg_m3,WP_delta_pct,baseline_grow_precip_mm,perturbed_grow_precip_mm,baseline_irrigation_gt200,perturbed_irrigation_gt200,flag_changed,fc_factor,wp_factor,perturbed_soil_thfc,perturbed_soil_thwp
soil,FC+15,case1_gimje,Gimje,2015,rainfed,3.855829,4.647421,0.791592,20.529752,0.0,0.0,0.0,,0.957637,1.154237,0.1966,20.529752,402.64,402.64,False,False,False,1.15,1.0,0.3519,0.18
soil,FC+15,case1_gimje,Gimje,2015,fixed_7d_80pct,7.008771,7.069827,0.061056,0.87114,238.919438,247.508822,8.589384,3.595096,1.092458,1.087417,-0.005042,-0.46151,402.64,402.64,True,True,False,1.15,1.0,0.3519,0.18
soil,FC+15,case1_gimje,Gimje,2015,deficit_SMT50,6.632798,6.329333,-0.303465,-4.575219,175.0,125.0,-50.0,-28.571429,1.148258,1.199555,0.051297,4.467384,402.64,402.64,False,False,False,1.15,1.0,0.3519,0.18
soil,FC+15,case1_gimje,Gimje,2015,deficit_SMT30,5.015672,5.464056,0.448383,8.939644,75.0,75.0,0.0,0.0,1.050095,1.143969,0.093875,8.939644,402.64,402.64,False,False,False,1.15,1.0,0.3519,0.18
soil,FC+15,case1_gimje,Gimje,2015,full_SMT80,7.168111,7.165597,-0.002514,-0.035065,286.924527,236.763023,-50.161504,-17.482473,1.039513,1.12067,0.081157,7.807236,402.64,402.64,True,True,False,1.15,1.0,0.3519,0.18
soil,FC-15,case1_gimje,Gimje,2015,rainfed,3.855829,1.563498,-2.292331,-59.451049,0.0,0.0,0.0,,0.957637,0.388312,-0.569325,-59.451049,402.64,402.64,False,False,False,0.85,1.0,0.2601,0.18
soil,FC-15,case1_gimje,Gimje,2015,fixed_7d_80pct,7.008771,6.708671,-0.300099,-4.281768,238.919438,231.06766,-7.851778,-3.286371,1.092458,1.058638,-0.03382,-3.095798,402.64,402.64,True,True,False,0.85,1.0,0.2601,0.18
soil,FC-15,case1_gimje,Gimje,2015,deficit_SMT50,6.632798,7.030048,0.39725,5.989183,175.0,238.617833,63.617833,36.353047,1.148258,1.09629,-0.051968,-4.52578,402.64,402.64,False,True,True,0.85,1.0,0.2601,0.18
soil,FC-15,case1_gimje,Gimje,2015,deficit_SMT30,5.015672,6.365058,1.349385,26.903378,75.0,197.240988,122.240988,162.987984,1.050095,1.061053,0.010959,1.043592,402.64,402.64,False,False,False,0.85,1.0,0.2601,0.18
soil,FC-15,case1_gimje,Gimje,2015,full_SMT80,7.168111,7.178369,0.010258,0.143104,286.924527,288.002148,1.077621,0.375576,1.039513,1.039376,-0.000137,-0.013151,402.64,402.64,True,True,False,0.85,1.0,0.2601,0.18
soil,WP+15,case1_gimje,Gimje,2015,rainfed,3.855829,2.802144,-1.053685,-27.327063,0.0,0.0,0.0,,0.957637,0.695943,-0.261694,-27.327063,402.64,402.64,False,False,False,1.0,1.15,0.306,0.207
soil,WP+15,case1_gimje,Gimje,2015,fixed_7d_80pct,7.008771,6.842798,-0.165972,-2.368067,238.919438,238.189666,-0.729772,-0.305447,1.092458,1.067803,-0.024656,-2.256884,402.64,402.64,True,True,False,1.0,1.15,0.306,0.207
soil,WP+15,case1_gimje,Gimje,2015,deficit_SMT50,6.632798,6.942829,0.310031,4.674212,175.0,215.850614,40.850614,23.343208,1.148258,1.122544,-0.025714,-2.239403,402.64,402.64,False,True,True,1.0,1.15,0.306,0.207
soil,WP+15,case1_gimje,Gimje,2015,deficit_SMT30,5.015672,5.363765,0.348093,6.940099,75.0,125.0,50.0,66.666667,1.050095,1.016558,-0.033537,-3.193714,402.64,402.64,False,False,False,1.0,1.15,0.306,0.207
soil,WP+15,case1_gimje,Gimje,2015,full_SMT80,7.168111,7.17663,0.008518,0.118839,286.924527,284.570041,-2.354487,-0.820594,1.039513,1.044314,0.004801,0.461861,402.64,402.64,True,True,False,1.0,1.15,0.306,0.207
soil,WP-15,case1_gimje,Gimje,2015,rainfed,3.855829,4.502352,0.646523,16.767414,0.0,0.0,0.0,,0.957637,1.118208,0.160571,16.767414,402.64,402.64,False,False,False,1.0,0.85,0.306,0.153
soil,WP-15,case1_gimje,Gimje,2015,fixed_7d_80pct,7.008771,7.066067,0.057296,0.817493,238.919438,240.094671,1.175233,0.491895,1.092458,1.099375,0.006917,0.633149,402.64,402.64,True,True,False,1.0,0.85,0.306,0.153
soil,WP-15,case1_gimje,Gimje,2015,deficit_SMT50,6.632798,6.298257,-0.334541,-5.04374,175.0,150.0,-25.0,-14.285714,1.148258,1.139667,-0.008591,-0.748165,402.64,402.64,False,False,False,1.0,0.85,0.306,0.153
soil,WP-15,case1_gimje,Gimje,2015,deficit_SMT30,5.015672,5.384165,0.368492,7.346816,75.0,75.0,0.0,0.0,1.050095,1.127243,0.077149,7.346816,402.64,402.64,False,False,False,1.0,0.85,0.306,0.153
soil,WP-15,case1_gimje,Gimje,2015,full_SMT80,7.168111,7.159164,-0.008947,-0.124811,286.924527,279.668217,-7.25631,-2.528996,1.039513,1.049257,0.009744,0.937357,402.64,402.64,True,True,False,1.0,0.85,0.306,0.153
soil,FC+15_WP+15,case1_gimje,Gimje,2015,rainfed,3.855829,4.086808,0.230979,5.990376,0.0,0.0,0.0,,0.957637,1.015003,0.057366,5.990376,402.64,402.64,False,False,False,1.15,1.15,0.3519,0.207
soil,FC+15_WP+15,case1_gimje,Gimje,2015,fixed_7d_80pct,7.008771,7.028532,0.019762,0.281958,238.919438,246.7501,7.830662,3.277532,1.092458,1.082328,-0.01013,-0.927291,402.64,402.64,True,True,False,1.15,1.15,0.3519,0.207
soil,FC+15_WP+15,case1_gimje,Gimje,2015,deficit_SMT50,6.632798,6.41198,-0.220818,-3.329189,175.0,175.0,0.0,0.0,1.148258,1.11003,-0.038228,-3.329189,402.64,402.64,False,False,False,1.15,1.15,0.3519,0.207
soil,FC+15_WP+15,case1_gimje,Gimje,2015,deficit_SMT30,5.015672,4.990708,-0.024964,-0.497724,75.0,75.0,0.0,0.0,1.050095,1.044868,-0.005227,-0.497724,402.64,402.64,False,False,False,1.15,1.15,0.3519,0.207
soil,FC+15_WP+15,case1_gimje,Gimje,2015,full_SMT80,7.168111,7.163159,-0.004952,-0.069084,286.924527,269.558018,-17.366509,-6.05264,1.039513,1.065632,0.02612,2.512672,402.64,402.64,True,True,False,1.15,1.15,0.3519,0.207
soil,FC+15_WP-15,case1_gimje,Gimje,2015,rainfed,3.855829,5.192372,1.336543,34.662912,0.0,0.0,0.0,,0.957637,1.289582,0.331945,34.662912,402.64,402.64,False,False,False,1.15,0.85,0.3519,0.153
soil,FC+15_WP-15,case1_gimje,Gimje,2015,fixed_7d_80pct,7.008771,7.094896,0.086125,1.228822,238.919438,247.378065,8.458627,3.540368,1.092458,1.091492,-0.000966,-0.08846,402.64,402.64,True,True,False,1.15,0.85,0.3519,0.153
soil,FC+15_WP-15,case1_gimje,Gimje,2015,deficit_SMT50,6.632798,5.93778,-0.695019,-10.478512,175.0,75.0,-100.0,-57.142857,1.148258,1.24315,0.094891,8.263949,402.64,402.64,False,False,False,1.15,0.85,0.3519,0.153
soil,FC+15_WP-15,case1_gimje,Gimje,2015,deficit_SMT30,5.015672,5.811213,0.795541,15.861102,75.0,50.0,-25.0,-33.333333,1.050095,1.283849,0.233754,22.260288,402.64,402.64,False,False,False,1.15,0.85,0.3519,0.153
soil,FC+15_WP-15,case1_gimje,Gimje,2015,full_SMT80,7.168111,7.150778,-0.017333,-0.241805,286.924527,240.979337,-45.94519,-16.012988,1.039513,1.111026,0.071513,6.879499,402.64,402.64,True,True,False,1.15,0.85,0.3519,0.153
soil,FC-15_WP+15,case1_gimje,Gimje,2015,rainfed,3.855829,0.236966,-3.618864,-93.854353,0.0,0.0,0.0,,0.957637,0.058853,-0.898784,-93.854353,402.64,402.64,False,False,False,0.85,1.15,0.2601,0.207
soil,FC-15_WP+15,case1_gimje,Gimje,2015,fixed_7d_80pct,7.008771,6.104376,-0.904395,-12.903761,238.919438,220.807295,-18.112143,-7.580858,1.092458,0.979133,-0.113326,-10.373476,402.64,402.64,True,True,False,0.85,1.15,0.2601,0.207
soil,FC-15_WP+15,case1_gimje,Gimje,2015,deficit_SMT50,6.632798,7.18401,0.551212,8.310397,175.0,269.565756,94.565756,54.037575,1.148258,1.068722,-0.079536,-6.926685,402.64,402.64,False,True,True,0.85,1.15,0.2601,0.207
soil,FC-15_WP+15,case1_gimje,Gimje,2015,deficit_SMT30,5.015672,6.937239,1.921567,38.311247,75.0,229.101507,154.101507,205.468676,1.050095,1.098114,0.048019,4.572809,402.64,402.64,False,True,True,0.85,1.15,0.2601,0.207
soil,FC-15_WP+15,case1_gimje,Gimje,2015,full_SMT80,7.168111,7.186149,0.018038,0.251643,286.924527,300.773665,13.849138,4.826753,1.039513,1.021611,-0.017902,-1.722158,402.64,402.64,True,True,False,0.85,1.15,0.2601,0.207
soil,FC-15_WP-15,case1_gimje,Gimje,2015,rainfed,3.855829,3.675024,-0.180805,-4.689138,0.0,0.0,0.0,,0.957637,0.912732,-0.044905,-4.689138,402.64,402.64,False,False,False,0.85,0.85,0.2601,0.153
soil,FC-15_WP-15,case1_gimje,Gimje,2015,fixed_7d_80pct,7.008771,6.976461,-0.032309,-0.460986,238.919438,233.780735,-5.138703,-2.15081,1.092458,1.096203,0.003744,0.34273,402.64,402.64,True,True,False,0.85,0.85,0.2601,0.153
soil,FC-15_WP-15,case1_gimje,Gimje,2015,deficit_SMT50,6.632798,6.870941,0.238143,3.59038,175.0,197.16972,22.16972,12.668411,1.148258,1.14552,-0.002738,-0.238451,402.64,402.64,False,False,False,0.85,0.85,0.2601,0.153
soil,FC-15_WP-15,case1_gimje,Gimje,2015,deficit_SMT30,5.015672,5.022842,0.007169,0.142937,75.0,75.0,0.0,0.0,1.050095,1.051596,0.001501,0.142937,402.64,402.64,False,False,False,0.85,0.85,0.2601,0.153
soil,FC-15_WP-15,case1_gimje,Gimje,2015,full_SMT80,7.168111,7.168984,0.000873,0.012185,286.924527,287.521073,0.596546,0.20791,1.039513,1.038741,-0.000772,-0.074261,402.64,402.64,True,True,False,0.85,0.85,0.2601,0.153
soil,FC+15,case1_gimje,Gimje,2019,rainfed,6.141774,6.537628,0.395854,6.44527,0.0,0.0,0.0,,0.909839,0.96848,0.058642,6.44527,675.04,675.04,False,False,False,1.15,1.0,0.3519,0.18
soil,FC+15,case1_gimje,Gimje,2019,fixed_7d_80pct,7.240474,7.279402,0.038928,0.537644,143.674913,149.389888,5.714974,3.977712,0.884371,0.882962,-0.001409,-0.159286,675.04,675.04,False,False,False,1.15,1.0,0.3519,0.18
soil,FC+15,case1_gimje,Gimje,2019,deficit_SMT50,7.018063,7.013287,-0.004776,-0.068057,125.0,75.0,-50.0,-40.0,0.877214,0.935055,0.057841,6.593717,675.04,675.04,False,False,False,1.15,1.0,0.3519,0.18
soil,FC+15,case1_gimje,Gimje,2019,deficit_SMT30,6.61346,6.788418,0.174959,2.645494,50.0,50.0,0.0,0.0,0.912151,0.936282,0.024131,2.645494,675.04,675.04,False,False,False,1.15,1.0,0.3519,0.18
soil,FC+15,case1_gimje,Gimje,2019,full_SMT80,7.321754,7.316427,-0.005328,-0.072767,205.063025,179.941339,-25.121686,-12.250715,0.83192,0.855741,0.023821,2.863368,675.04,675.04,True,False,True,1.15,1.0,0.3519,0.18
soil,FC-15,case1_gimje,Gimje,2019,rainfed,6.141774,5.560305,-0.581469,-9.467447,0.0,0.0,0.0,,0.909839,0.8237,-0.086138,-9.467447,675.04,675.04,False,False,False,0.85,1.0,0.2601,0.18
soil,FC-15,case1_gimje,Gimje,2019,fixed_7d_80pct,7.240474,7.094252,-0.146223,-2.019517,143.674913,136.77496,-6.899954,-4.802476,0.884371,0.873875,-0.010495,-1.186741,675.04,675.04,False,False,False,0.85,1.0,0.2601,0.18
soil,FC-15,case1_gimje,Gimje,2019,deficit_SMT50,7.018063,7.297492,0.279429,3.981565,125.0,169.072128,44.072128,35.257702,0.877214,0.864517,-0.012697,-1.447439,675.04,675.04,False,False,False,0.85,1.0,0.2601,0.18
soil,FC-15,case1_gimje,Gimje,2019,deficit_SMT30,6.61346,6.756753,0.143293,2.166692,50.0,125.0,75.0,150.0,0.912151,0.844552,-0.067599,-7.410956,675.04,675.04,False,False,False,0.85,1.0,0.2601,0.18
soil,FC-15,case1_gimje,Gimje,2019,full_SMT80,7.321754,7.332299,0.010545,0.144018,205.063025,210.325766,5.262741,2.566402,0.83192,0.828166,-0.003754,-0.451253,675.04,675.04,True,True,False,0.85,1.0,0.2601,0.18
soil,WP+15,case1_gimje,Gimje,2019,rainfed,6.141774,5.724341,-0.417433,-6.796618,0.0,0.0,0.0,,0.909839,0.848,-0.061838,-6.796618,675.04,675.04,False,False,False,1.0,1.15,0.306,0.207
soil,WP+15,case1_gimje,Gimje,2019,fixed_7d_80pct,7.240474,7.163779,-0.076696,-1.059263,143.674913,142.398184,-1.27673,-0.888624,0.884371,0.876369,-0.008001,-0.904731,675.04,675.04,False,False,False,1.0,1.15,0.306,0.207
soil,WP+15,case1_gimje,Gimje,2019,deficit_SMT50,7.018063,7.194258,0.176195,2.510592,125.0,120.226318,-4.773682,-3.818946,0.877214,0.904635,0.027421,3.125925,675.04,675.04,False,False,False,1.0,1.15,0.306,0.207
soil,WP+15,case1_gimje,Gimje,2019,deficit_SMT30,6.61346,6.533448,-0.080011,-1.209828,50.0,100.0,50.0,100.0,0.912151,0.842982,-0.069169,-7.583058,675.04,675.04,False,False,False,1.0,1.15,0.306,0.207
soil,WP+15,case1_gimje,Gimje,2019,full_SMT80,7.321754,7.331632,0.009877,0.134903,205.063025,208.639908,3.576883,1.744285,0.83192,0.829671,-0.00225,-0.270415,675.04,675.04,True,True,False,1.0,1.15,0.306,0.207
soil,WP-15,case1_gimje,Gimje,2019,rainfed,6.141774,6.476866,0.335092,5.455953,0.0,0.0,0.0,,0.909839,0.959479,0.04964,5.455953,675.04,675.04,False,False,False,1.0,0.85,0.306,0.153
soil,WP-15,case1_gimje,Gimje,2019,fixed_7d_80pct,7.240474,7.2704,0.029925,0.413306,143.674913,145.358532,1.683619,1.171825,0.884371,0.886203,0.001833,0.207239,675.04,675.04,False,False,False,1.0,0.85,0.306,0.153
soil,WP-15,case1_gimje,Gimje,2019,deficit_SMT50,7.018063,6.990512,-0.027551,-0.392577,125.0,75.0,-50.0,-40.0,0.877214,0.932019,0.054805,6.247564,675.04,675.04,False,False,False,1.0,0.85,0.306,0.153
soil,WP-15,case1_gimje,Gimje,2019,deficit_SMT30,6.61346,6.799268,0.185808,2.809546,50.0,50.0,0.0,0.0,0.912151,0.937778,0.025627,2.809546,675.04,675.04,False,False,False,1.0,0.85,0.306,0.153
soil,WP-15,case1_gimje,Gimje,2019,full_SMT80,7.321754,7.323506,0.001752,0.023927,205.063025,193.216797,-11.846228,-5.776872,0.83192,0.843472,0.011552,1.388623,675.04,675.04,True,False,True,1.0,0.85,0.306,0.153
soil,FC+15_WP+15,case1_gimje,Gimje,2019,rainfed,6.141774,6.237043,0.095268,1.551155,0.0,0.0,0.0,,0.909839,0.923952,0.014113,1.551155,675.04,675.04,False,False,False,1.15,1.15,0.3519,0.207
soil,FC+15_WP+15,case1_gimje,Gimje,2019,fixed_7d_80pct,7.240474,7.260853,0.020379,0.281456,143.674913,148.38201,4.707096,3.276213,0.884371,0.88179,-0.002581,-0.291803,675.04,675.04,False,False,False,1.15,1.15,0.3519,0.207
soil,FC+15_WP+15,case1_gimje,Gimje,2019,deficit_SMT50,7.018063,6.964095,-0.053969,-0.768998,125.0,100.0,-25.0,-20.0,0.877214,0.898546,0.021332,2.431836,675.04,675.04,False,False,False,1.15,1.15,0.3519,0.207
soil,FC+15_WP+15,case1_gimje,Gimje,2019,deficit_SMT30,6.61346,6.664831,0.051372,0.776775,50.0,50.0,0.0,0.0,0.912151,0.919236,0.007085,0.776775,675.04,675.04,False,False,False,1.15,1.15,0.3519,0.207
soil,FC+15_WP+15,case1_gimje,Gimje,2019,full_SMT80,7.321754,7.321258,-0.000497,-0.006782,205.063025,222.506105,17.44308,8.506204,0.83192,0.815697,-0.016223,-1.950069,675.04,675.04,True,True,False,1.15,1.15,0.3519,0.207
soil,FC+15_WP-15,case1_gimje,Gimje,2019,rainfed,6.141774,6.730419,0.588645,9.584284,0.0,0.0,0.0,,0.909839,0.99704,0.087202,9.584284,675.04,675.04,False,False,False,1.15,0.85,0.3519,0.153
soil,FC+15_WP-15,case1_gimje,Gimje,2019,fixed_7d_80pct,7.240474,7.288614,0.04814,0.664867,143.674913,150.396342,6.721429,4.67822,0.884371,0.883001,-0.001369,-0.154834,675.04,675.04,False,False,False,1.15,0.85,0.3519,0.153
soil,FC+15_WP-15,case1_gimje,Gimje,2019,deficit_SMT50,7.018063,7.04965,0.031587,0.45008,125.0,50.0,-75.0,-60.0,0.877214,0.972312,0.095098,10.840895,675.04,675.04,False,False,False,1.15,0.85,0.3519,0.153
soil,FC+15_WP-15,case1_gimje,Gimje,2019,deficit_SMT30,6.61346,6.860008,0.246548,3.727978,50.0,25.0,-25.0,-50.0,0.912151,0.979945,0.067794,7.432336,675.04,675.04,False,False,False,1.15,0.85,0.3519,0.153
soil,FC+15_WP-15,case1_gimje,Gimje,2019,full_SMT80,7.321754,7.314985,-0.00677,-0.092463,205.063025,190.027539,-15.035486,-7.332129,0.83192,0.845597,0.013677,1.644,675.04,675.04,True,False,True,1.15,0.85,0.3519,0.153
soil,FC-15_WP+15,case1_gimje,Gimje,2019,rainfed,6.141774,4.889677,-1.252097,-20.386566,0.0,0.0,0.0,,0.909839,0.724354,-0.185485,-20.386566,675.04,675.04,False,False,False,0.85,1.15,0.2601,0.207
soil,FC-15_WP+15,case1_gimje,Gimje,2019,fixed_7d_80pct,7.240474,6.871838,-0.368636,-5.091329,143.674913,131.541174,-12.133739,-8.445273,0.884371,0.851971,-0.0324,-3.663578,675.04,675.04,False,False,False,0.85,1.15,0.2601,0.207
soil,FC-15_WP+15,case1_gimje,Gimje,2019,deficit_SMT50,7.018063,7.334764,0.316701,4.512655,125.0,200.780973,75.780973,60.624779,0.877214,0.837473,-0.039741,-4.53037,675.04,675.04,False,True,True,0.85,1.15,0.2601,0.207
soil,FC-15_WP+15,case1_gimje,Gimje,2019,deficit_SMT30,6.61346,7.15625,0.542791,8.207363,50.0,161.362473,111.362473,222.724946,0.912151,0.855599,-0.056552,-6.199863,675.04,675.04,False,False,False,0.85,1.15,0.2601,0.207
soil,FC-15_WP+15,case1_gimje,Gimje,2019,full_SMT80,7.321754,7.330137,0.008383,0.114488,205.063025,225.949624,20.886599,10.185453,0.83192,0.813565,-0.018355,-2.20635,675.04,675.04,True,True,False,0.85,1.15,0.2601,0.207
soil,FC-15_WP-15,case1_gimje,Gimje,2019,rainfed,6.141774,6.044273,-0.097501,-1.587505,0.0,0.0,0.0,,0.909839,0.895395,-0.014444,-1.587505,675.04,675.04,False,False,False,0.85,0.85,0.2601,0.153
soil,FC-15_WP-15,case1_gimje,Gimje,2019,fixed_7d_80pct,7.240474,7.213507,-0.026968,-0.372455,143.674913,138.738853,-4.93606,-3.435575,0.884371,0.886421,0.00205,0.231846,675.04,675.04,False,False,False,0.85,0.85,0.2601,0.153
soil,FC-15_WP-15,case1_gimje,Gimje,2019,deficit_SMT50,7.018063,7.122123,0.104059,1.482733,125.0,124.793056,-0.206944,-0.165555,0.877214,0.890451,0.013237,1.50899,675.04,675.04,False,False,False,0.85,0.85,0.2601,0.153
soil,FC-15_WP-15,case1_gimje,Gimje,2019,deficit_SMT30,6.61346,6.623744,0.010284,0.155507,50.0,50.0,0.0,0.0,0.912151,0.913569,0.001418,0.155507,675.04,675.04,False,False,False,0.85,0.85,0.2601,0.153
soil,FC-15_WP-15,case1_gimje,Gimje,2019,full_SMT80,7.321754,7.329249,0.007495,0.10236,205.063025,206.526237,1.463212,0.713543,0.83192,0.831389,-0.000531,-0.063788,675.04,675.04,True,True,False,0.85,0.85,0.2601,0.153
soil,FC+15,case1_gimje,Gimje,2022,rainfed,6.260741,6.680669,0.419928,6.707324,0.0,0.0,0.0,,0.85054,0.907589,0.057048,6.707324,736.09,736.09,False,False,False,1.15,1.0,0.3519,0.18
soil,FC+15,case1_gimje,Gimje,2022,fixed_7d_80pct,7.25211,7.336439,0.08433,1.162828,93.541868,97.45864,3.916771,4.187185,0.874136,0.880145,0.006009,0.687473,736.09,736.09,False,False,False,1.15,1.0,0.3519,0.18
soil,FC+15,case1_gimje,Gimje,2022,deficit_SMT50,7.219958,6.784056,-0.435901,-6.037448,100.0,25.0,-75.0,-75.0,0.863538,0.891361,0.027822,3.221893,736.09,736.09,False,False,False,1.15,1.0,0.3519,0.18
soil,FC+15,case1_gimje,Gimje,2022,deficit_SMT30,6.260741,6.680669,0.419928,6.707324,0.0,0.0,0.0,,0.85054,0.907589,0.057048,6.707324,736.09,736.09,False,False,False,1.15,1.0,0.3519,0.18
soil,FC+15,case1_gimje,Gimje,2022,full_SMT80,7.430382,7.429229,-0.001153,-0.015521,129.618126,145.732231,16.114106,12.431985,0.858301,0.842486,-0.015815,-1.842602,736.09,736.09,False,False,False,1.15,1.0,0.3519,0.18
soil,FC-15,case1_gimje,Gimje,2022,rainfed,6.260741,5.907888,-0.352852,-5.635951,0.0,0.0,0.0,,0.85054,0.802604,-0.047936,-5.635951,736.09,736.09,False,False,False,0.85,1.0,0.2601,0.18
soil,FC-15,case1_gimje,Gimje,2022,fixed_7d_80pct,7.25211,6.983977,-0.268133,-3.69731,93.541868,88.783011,-4.758857,-5.087409,0.874136,0.846673,-0.027463,-3.14172,736.09,736.09,False,False,False,0.85,1.0,0.2601,0.18
soil,FC-15,case1_gimje,Gimje,2022,deficit_SMT50,7.219958,7.323687,0.10373,1.43671,100.0,96.519147,-3.480853,-3.480853,0.863538,0.879607,0.016069,1.860782,736.09,736.09,False,False,False,0.85,1.0,0.2601,0.18
soil,FC-15,case1_gimje,Gimje,2022,deficit_SMT30,6.260741,6.93587,0.67513,10.783544,0.0,98.536306,98.536306,,0.85054,0.831015,-0.019525,-2.295604,736.09,736.09,False,False,False,0.85,1.0,0.2601,0.18
soil,FC-15,case1_gimje,Gimje,2022,full_SMT80,7.430382,7.442583,0.012201,0.164205,129.618126,165.761382,36.143257,27.884415,0.858301,0.825256,-0.033045,-3.850049,736.09,736.09,False,False,False,0.85,1.0,0.2601,0.18
soil,WP+15,case1_gimje,Gimje,2022,rainfed,6.260741,5.980736,-0.280004,-4.472386,0.0,0.0,0.0,,0.85054,0.812501,-0.038039,-4.472386,736.09,736.09,False,False,False,1.0,1.15,0.306,0.207
soil,WP+15,case1_gimje,Gimje,2022,fixed_7d_80pct,7.25211,7.089593,-0.162516,-2.240954,93.541868,93.176507,-0.365362,-0.390586,0.874136,0.854923,-0.019212,-2.197883,736.09,736.09,False,False,False,1.0,1.15,0.306,0.207
soil,WP+15,case1_gimje,Gimje,2022,deficit_SMT50,7.219958,7.238824,0.018867,0.261313,100.0,117.836613,17.836613,17.836613,0.863538,0.84771,-0.015828,-1.832921,736.09,736.09,False,False,False,1.0,1.15,0.306,0.207
soil,WP+15,case1_gimje,Gimje,2022,deficit_SMT30,6.260741,6.725383,0.464642,7.421521,0.0,50.0,50.0,,0.85054,0.855549,0.005009,0.588873,736.09,736.09,False,False,False,1.0,1.15,0.306,0.207
soil,WP+15,case1_gimje,Gimje,2022,full_SMT80,7.430382,7.438341,0.007959,0.107109,129.618126,159.951687,30.333561,23.402253,0.858301,0.830133,-0.028168,-3.281801,736.09,736.09,False,False,False,1.0,1.15,0.306,0.207
soil,WP-15,case1_gimje,Gimje,2022,rainfed,6.260741,6.623295,0.362554,5.79091,0.0,0.0,0.0,,0.85054,0.899794,0.049254,5.79091,736.09,736.09,False,False,False,1.0,0.85,0.306,0.153
soil,WP-15,case1_gimje,Gimje,2022,fixed_7d_80pct,7.25211,7.316458,0.064348,0.887302,93.541868,93.814155,0.272287,0.291086,0.874136,0.881603,0.007467,0.854202,736.09,736.09,False,False,False,1.0,0.85,0.306,0.153
